Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,086388,2021,08,05,13.6,1,Y
IDCJAC0010,086388,2021,08,06,12.8,1,Y
IDCJAC0010,086388,2021,08,07,13.5,1,Y
IDCJAC0010,086388,2021,08,08,15.3,1,Y
IDCJAC0010,086388,2021,08,09,15.7,1,Y
IDCJAC0010,086388,2021,08,10,17.9,1,Y
IDCJAC0010,086388,2021,08,11,17.7,1,Y
IDCJAC0010,086388,2021,08,12,14.8,1,Y
IDCJAC0010,086388,2021,08,13,15.2,1,Y
IDCJAC0010,086388,2021,08,14,15.9,1,Y
IDCJAC0010,086388,2021,08,15,16.7,1,Y
IDCJAC0010,086388,2021,08,16,13.2,1,Y
IDCJAC0010,086388,2021,08,17,13.9,1,Y
IDCJAC0010,086388,2021,08,18,13.7,1,Y
IDCJAC0010,086388,2021,08,19,17.1,1,Y
IDCJAC0010,086388,2021,08,20,17.6,1,Y
IDCJAC0010,086388,2021,08,21,18.2,1,Y
IDCJAC0010,086388,2021,08,22,20.9,1,Y
IDCJAC0010,086388,2021,08,23,14.3,1,Y
IDCJAC0010,086388,2021,08,24,12.6,1,Y
IDCJAC0010,086388,2021,08,25,13.4,1,Y
IDCJAC0010,086388,2021,08,26,12.4,1,Y
IDCJAC0010,086388,2021,08,27,12.9,1,Y
IDCJAC0010,086388,2021,08,28,17.6,1,Y
IDCJAC0010,086388,2021,08,29,14.6,1,Y
IDCJAC0010,086388,2021,08,30,17.0,1,Y
IDCJAC0010,086388,2021,08,31,19.7,1,Y
IDCJAC0010,086388,2021,09,01,23.1,1,Y
IDCJAC0010,086388,2021,09,02,25.7,1,Y
IDCJAC0010,086388,2021,09,03,22.2,1,Y
IDCJAC0010,086388,2021,09,04,14.1,1,Y
IDCJAC0010,086388,2021,09,05,14.2,1,Y
IDCJAC0010,086388,2021,09,06,14.6,1,Y
IDCJAC0010,086388,2021,09,07,15.6,1,Y
