Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,014988,2021,11,22,25.5,1,N
IDCJAC0011,014988,2021,11,23,24.5,1,N
IDCJAC0011,014988,2021,11,24,26.2,1,N
IDCJAC0011,014988,2021,11,25,25.1,1,N
IDCJAC0011,014988,2021,11,26,23.8,1,N
IDCJAC0011,014988,2021,11,27,23.0,1,Y
IDCJAC0011,014988,2021,11,28,23.2,1,N
IDCJAC0011,014988,2021,11,29,24.2,1,N
IDCJAC0011,014988,2021,11,30,24.4,1,N
IDCJAC0011,014988,2021,12,01,25.6,1,Y
IDCJAC0011,014988,2021,12,02,23.6,1,Y
IDCJAC0011,014988,2021,12,03,25.8,1,Y
IDCJAC0011,014988,2021,12,04,25.1,1,Y
IDCJAC0011,014988,2021,12,05,25.7,1,Y
IDCJAC0011,014988,2021,12,06,23.1,1,Y
IDCJAC0011,014988,2021,12,07,23.4,1,Y
IDCJAC0011,014988,2021,12,08,24.6,1,Y
IDCJAC0011,014988,2021,12,09,25.1,1,Y
IDCJAC0011,014988,2021,12,10,23.9,1,Y
IDCJAC0011,014988,2021,12,11,22.2,1,Y
IDCJAC0011,014988,2021,12,12,25.0,1,Y
IDCJAC0011,014988,2021,12,13,26.5,1,Y
IDCJAC0011,014988,2021,12,14,25.0,1,Y
IDCJAC0011,014988,2021,12,15,25.5,1,Y
IDCJAC0011,014988,2021,12,16,25.6,1,Y
IDCJAC0011,014988,2021,12,17,25.7,1,Y
IDCJAC0011,014988,2021,12,18,25.5,1,Y
IDCJAC0011,014988,2021,12,19,25.5,1,Y
IDCJAC0011,014988,2021,12,20,26.1,1,Y
IDCJAC0011,014988,2021,12,21,21.5,1,Y
IDCJAC0011,014988,2021,12,22,25.4,1,Y
IDCJAC0011,014988,2021,12,23,25.9,1,Y
IDCJAC0011,014988,2021,12,24,24.6,1,Y
IDCJAC0011,014988,2021,12,25,23.0,1,Y
IDCJAC0011,014988,2021,12,26,24.4,1,Y
IDCJAC0011,014988,2021,12,27,24.8,1,Y
IDCJAC0011,014988,2021,12,28,23.1,1,Y
IDCJAC0011,014988,2021,12,29,23.8,1,Y
IDCJAC0011,014988,2021,12,30,27.1,1,Y
IDCJAC0011,014988,2021,12,31,26.6,1,Y
IDCJAC0011,014988,2022,01,01,25.4,1,Y
IDCJAC0011,014988,2022,01,02,27.1,1,Y
IDCJAC0011,014988,2022,01,03,27.6,1,Y
IDCJAC0011,014988,2022,01,04,23.0,1,Y
IDCJAC0011,014988,2022,01,05,26.6,1,Y
IDCJAC0011,014988,2022,01,06,22.0,1,Y
IDCJAC0011,014988,2022,01,07,23.3,1,Y
IDCJAC0011,014988,2022,01,08,25.6,1,Y
IDCJAC0011,014988,2022,01,09,23.6,1,Y
IDCJAC0011,014988,2022,01,10,24.7,1,Y
IDCJAC0011,014988,2022,01,11,26.3,1,Y
IDCJAC0011,014988,2022,01,12,21.6,1,Y
IDCJAC0011,014988,2022,01,13,22.4,1,Y
IDCJAC0011,014988,2022,01,14,24.6,1,Y
IDCJAC0011,014988,2022,01,15,25.0,1,Y
IDCJAC0011,014988,2022,01,16,26.8,1,Y
IDCJAC0011,014988,2022,01,17,24.4,1,Y
IDCJAC0011,014988,2022,01,18,24.5,1,Y
IDCJAC0011,014988,2022,01,19,26.1,1,Y
IDCJAC0011,014988,2022,01,20,23.6,1,Y
IDCJAC0011,014988,2022,01,21,24.5,1,Y
IDCJAC0011,014988,2022,01,22,25.5,1,Y
IDCJAC0011,014988,2022,01,23,24.9,1,Y
IDCJAC0011,014988,2022,01,24,24.7,1,Y
IDCJAC0011,014988,2022,01,25,23.7,1,Y
IDCJAC0011,014988,2022,01,26,25.8,1,Y
IDCJAC0011,014988,2022,01,27,24.3,1,Y
IDCJAC0011,014988,2022,01,28,23.5,1,Y
IDCJAC0011,014988,2022,01,29,24.0,1,Y
IDCJAC0011,014988,2022,01,30,23.6,1,Y
IDCJAC0011,014988,2022,01,31,24.4,1,Y
IDCJAC0011,014988,2022,02,01,24.7,1,Y
IDCJAC0011,014988,2022,02,02,23.0,1,Y
IDCJAC0011,014988,2022,02,03,23.9,1,Y
IDCJAC0011,014988,2022,02,04,24.6,1,Y
IDCJAC0011,014988,2022,02,05,23.7,1,Y
IDCJAC0011,014988,2022,02,06,24.7,1,Y
IDCJAC0011,014988,2022,02,07,24.8,1,Y
IDCJAC0011,014988,2022,02,08,24.9,1,Y
IDCJAC0011,014988,2022,02,09,25.2,1,Y
IDCJAC0011,014988,2022,02,10,25.9,1,Y
IDCJAC0011,014988,2022,02,11,25.8,1,Y
IDCJAC0011,014988,2022,02,12,25.3,1,Y
IDCJAC0011,014988,2022,02,13,23.5,1,Y
IDCJAC0011,014988,2022,02,14,23.4,1,Y
IDCJAC0011,014988,2022,02,15,21.9,1,Y
IDCJAC0011,014988,2022,02,16,25.5,1,Y
IDCJAC0011,014988,2022,02,17,22.9,1,Y
IDCJAC0011,014988,2022,02,18,24.6,1,Y
IDCJAC0011,014988,2022,02,19,22.3,1,Y
IDCJAC0011,014988,2022,02,20,23.5,1,Y
IDCJAC0011,014988,2022,02,21,24.4,1,Y
IDCJAC0011,014988,2022,02,22,22.6,1,Y
IDCJAC0011,014988,2022,02,23,22.7,1,Y
IDCJAC0011,014988,2022,02,24,25.2,1,Y
IDCJAC0011,014988,2022,02,25,23.1,1,Y
IDCJAC0011,014988,2022,02,26,23.6,1,Y
IDCJAC0011,014988,2022,02,27,23.4,1,Y
IDCJAC0011,014988,2022,02,28,24.9,1,Y
IDCJAC0011,014988,2022,03,01,25.7,1,N
IDCJAC0011,014988,2022,03,02,25.4,1,N
IDCJAC0011,014988,2022,03,03,25.4,1,N
IDCJAC0011,014988,2022,03,04,27.3,1,N
IDCJAC0011,014988,2022,03,05,27.1,1,Y
IDCJAC0011,014988,2022,03,06,27.8,1,N
IDCJAC0011,014988,2022,03,07,26.1,1,N
IDCJAC0011,014988,2022,03,08,26.4,1,N
IDCJAC0011,014988,2022,03,09,23.9,1,N
IDCJAC0011,014988,2022,03,10,24.4,1,N
IDCJAC0011,014988,2022,03,11,25.5,1,N
IDCJAC0011,014988,2022,03,12,23.7,1,N
IDCJAC0011,014988,2022,03,13,24.9,1,N
IDCJAC0011,014988,2022,03,14,22.4,1,N
IDCJAC0011,014988,2022,03,15,23.1,1,N
IDCJAC0011,014988,2022,03,16,24.8,1,N
IDCJAC0011,014988,2022,03,17,23.6,1,N
IDCJAC0011,014988,2022,03,18,25.2,1,N
IDCJAC0011,014988,2022,03,19,25.2,1,N
IDCJAC0011,014988,2022,03,20,24.3,1,N
IDCJAC0011,014988,2022,03,21,24.3,1,N
IDCJAC0011,014988,2022,03,22,25.1,1,N
IDCJAC0011,014988,2022,03,23,23.1,1,N
IDCJAC0011,014988,2022,03,24,26.0,1,N
IDCJAC0011,014988,2022,03,25,22.9,1,N
IDCJAC0011,014988,2022,03,26,24.1,1,N
IDCJAC0011,014988,2022,03,27,24.3,1,N
IDCJAC0011,014988,2022,03,28,24.1,1,N
IDCJAC0011,014988,2022,03,29,23.9,1,N
IDCJAC0011,014988,2022,03,30,23.5,1,N
IDCJAC0011,014988,2022,03,31,24.0,1,N
IDCJAC0011,014988,2022,04,01,24.7,1,Y
IDCJAC0011,014988,2022,04,02,22.2,1,Y
IDCJAC0011,014988,2022,04,03,24.3,1,Y
IDCJAC0011,014988,2022,04,04,24.8,1,Y
IDCJAC0011,014988,2022,04,05,22.9,1,Y
IDCJAC0011,014988,2022,04,06,23.2,1,Y
IDCJAC0011,014988,2022,04,07,23.3,1,Y
IDCJAC0011,014988,2022,04,08,25.0,1,Y
IDCJAC0011,014988,2022,04,09,24.4,1,Y
IDCJAC0011,014988,2022,04,10,23.1,1,Y
IDCJAC0011,014988,2022,04,11,24.4,1,Y
IDCJAC0011,014988,2022,04,12,25.0,1,Y
IDCJAC0011,014988,2022,04,13,23.9,1,Y
IDCJAC0011,014988,2022,04,14,23.1,1,Y
IDCJAC0011,014988,2022,04,15,25.2,1,Y
IDCJAC0011,014988,2022,04,16,24.6,1,Y
IDCJAC0011,014988,2022,04,17,23.5,1,Y
IDCJAC0011,014988,2022,04,18,24.9,1,Y
IDCJAC0011,014988,2022,04,19,24.2,1,Y
IDCJAC0011,014988,2022,04,20,24.0,1,Y
IDCJAC0011,014988,2022,04,21,24.3,1,Y
IDCJAC0011,014988,2022,04,22,23.9,1,Y
IDCJAC0011,014988,2022,04,23,22.8,1,Y
IDCJAC0011,014988,2022,04,24,22.9,1,Y
IDCJAC0011,014988,2022,04,25,23.7,1,Y
IDCJAC0011,014988,2022,04,26,24.5,1,Y
IDCJAC0011,014988,2022,04,27,24.7,1,Y
IDCJAC0011,014988,2022,04,28,25.6,1,Y
IDCJAC0011,014988,2022,04,29,22.6,1,Y
IDCJAC0011,014988,2022,04,30,24.1,1,Y
IDCJAC0011,014988,2022,05,01,24.3,1,Y
IDCJAC0011,014988,2022,05,02,23.1,1,Y
IDCJAC0011,014988,2022,05,03,22.3,1,Y
IDCJAC0011,014988,2022,05,04,24.1,1,Y
IDCJAC0011,014988,2022,05,05,22.9,1,Y
IDCJAC0011,014988,2022,05,06,24.4,1,Y
IDCJAC0011,014988,2022,05,07,22.8,1,Y
IDCJAC0011,014988,2022,05,08,22.0,1,Y
IDCJAC0011,014988,2022,05,09,22.8,1,Y
IDCJAC0011,014988,2022,05,10,22.8,1,Y
IDCJAC0011,014988,2022,05,11,24.5,1,Y
IDCJAC0011,014988,2022,05,12,23.3,1,Y
IDCJAC0011,014988,2022,05,13,23.0,1,Y
IDCJAC0011,014988,2022,05,14,22.0,1,Y
IDCJAC0011,014988,2022,05,15,23.6,1,Y
IDCJAC0011,014988,2022,05,16,22.6,1,Y
IDCJAC0011,014988,2022,05,17,23.5,1,Y
IDCJAC0011,014988,2022,05,18,22.4,1,Y
IDCJAC0011,014988,2022,05,19,21.2,1,Y
IDCJAC0011,014988,2022,05,20,20.7,1,Y
IDCJAC0011,014988,2022,05,21,22.5,1,Y
IDCJAC0011,014988,2022,05,22,22.3,1,Y
IDCJAC0011,014988,2022,05,23,19.4,1,Y
IDCJAC0011,014988,2022,05,24,20.2,1,Y
IDCJAC0011,014988,2022,05,25,21.8,1,Y
IDCJAC0011,014988,2022,05,26,20.8,1,Y
IDCJAC0011,014988,2022,05,27,20.4,1,Y
IDCJAC0011,014988,2022,05,28,18.1,1,Y
IDCJAC0011,014988,2022,05,29,19.8,1,Y
IDCJAC0011,014988,2022,05,30,21.1,1,Y
IDCJAC0011,014988,2022,05,31,22.3,1,Y
IDCJAC0011,014988,2022,06,01,23.0,1,Y
IDCJAC0011,014988,2022,06,02,23.2,1,Y
IDCJAC0011,014988,2022,06,03,21.9,1,Y
IDCJAC0011,014988,2022,06,04,22.8,1,Y
IDCJAC0011,014988,2022,06,05,22.6,1,Y
IDCJAC0011,014988,2022,06,06,23.2,1,Y
IDCJAC0011,014988,2022,06,07,23.0,1,Y
IDCJAC0011,014988,2022,06,08,23.0,1,Y
IDCJAC0011,014988,2022,06,09,21.9,1,Y
